NUTS,YEAR,ELC,LEVEL,geometry,AREA,POPULATION,GDP_cap,COMP_emp,CDD,HDD,ELC_cap,POP_density
CH05,2022,10810.66650240805,2,"MULTIPOLYGON (((4233994.481000001 2732777.0853000004, 4236373.7475000005 2728832.454399999, 4259528.3868 2727259.0359000005, 4273199.067600001 2724032.5193000007, 4283009.073799999 2715444.941299999, 4287756.7698 2714352.1854, 4295362.803099999 2698921.9991999995, 4285464.4256 2684223.103700001, 4281155.7798 2659947.7641000003, 4291125.0428 2660883.3062999994, 4309306.0156 2655629.7525999993, 4314190.225500001 2646299.66, 4332066.8737 2637515.7503999993, 4351049.216600001 2652336.4122, 4356980.1711 2646951.0858999994, 4356848.7469999995 2638051.4913, 4351483.8396000005 2618636.4969999995, 4356968.3783 2609745.4715, 4355774.3639 2602036.5163000003, 4337730.835100001 2611951.5331999995, 4329190.4 2607595.3574, 4324957.5602 2594851.0001, 4330980.4879 2587472.9202999994, 4332997.7159 2573227.2904000003, 4328290.2059 2569723.6218, 4314220.015699999 2584091.7038000003, 4287571.4758 2577048.6536, 4277796.495200001 2596407.2719, 4268535.843699999 2598356.8479999993, 4264354.0407 2593609.1446, 4262968.432399999 2569255.1774000004, 4256006.521 2562205.0749999993, 4250256.092599999 2572591.4628, 4250438.6227 2591649.308, 4245201.8588 2607745.7709, 4219626.296800001 2608218.7887999993, 4220091.157500001 2620067.1601, 4235228.9672 2633945.9672, 4239817.135500001 2645773.4124, 4238776.2446 2657305.83, 4245478.6928 2673793.731899999, 4230632.750499999 2679280.6511000004, 4242002.081700001 2687090.0534000006, 4241167.3868 2696373.285599999, 4230680.8694 2723941.929199999, 4221123.476 2731035.9192999993, 4230514.930500001 2729845.2234000005, 4233994.481000001 2732777.0853000004)), ((4216341.3256 2729173.4646000005, 4208122.165899999 2727166.0584999993, 4202593.1677 2729327.7269, 4209278.492900001 2741411.866699999, 4217105.1602 2744025.8792000003, 4222677.995200001 2737378.7059000004, 4220591.664899999 2731159.9717999995, 4216341.3256 2729173.4646000005)))",11349.28304235672,1203715.0,74.8,86.47757,10.38,3774.95,8.981084810281546,106.06088468387024
CH05,2023,9978.452197268038,2,"MULTIPOLYGON (((4233994.481000001 2732777.0853000004, 4236373.7475000005 2728832.454399999, 4259528.3868 2727259.0359000005, 4273199.067600001 2724032.5193000007, 4283009.073799999 2715444.941299999, 4287756.7698 2714352.1854, 4295362.803099999 2698921.9991999995, 4285464.4256 2684223.103700001, 4281155.7798 2659947.7641000003, 4291125.0428 2660883.3062999994, 4309306.0156 2655629.7525999993, 4314190.225500001 2646299.66, 4332066.8737 2637515.7503999993, 4351049.216600001 2652336.4122, 4356980.1711 2646951.0858999994, 4356848.7469999995 2638051.4913, 4351483.8396000005 2618636.4969999995, 4356968.3783 2609745.4715, 4355774.3639 2602036.5163000003, 4337730.835100001 2611951.5331999995, 4329190.4 2607595.3574, 4324957.5602 2594851.0001, 4330980.4879 2587472.9202999994, 4332997.7159 2573227.2904000003, 4328290.2059 2569723.6218, 4314220.015699999 2584091.7038000003, 4287571.4758 2577048.6536, 4277796.495200001 2596407.2719, 4268535.843699999 2598356.8479999993, 4264354.0407 2593609.1446, 4262968.432399999 2569255.1774000004, 4256006.521 2562205.0749999993, 4250256.092599999 2572591.4628, 4250438.6227 2591649.308, 4245201.8588 2607745.7709, 4219626.296800001 2608218.7887999993, 4220091.157500001 2620067.1601, 4235228.9672 2633945.9672, 4239817.135500001 2645773.4124, 4238776.2446 2657305.83, 4245478.6928 2673793.731899999, 4230632.750499999 2679280.6511000004, 4242002.081700001 2687090.0534000006, 4241167.3868 2696373.285599999, 4230680.8694 2723941.929199999, 4221123.476 2731035.9192999993, 4230514.930500001 2729845.2234000005, 4233994.481000001 2732777.0853000004)), ((4216341.3256 2729173.4646000005, 4208122.165899999 2727166.0584999993, 4202593.1677 2729327.7269, 4209278.492900001 2741411.866699999, 4217105.1602 2744025.8792000003, 4222677.995200001 2737378.7059000004, 4220591.664899999 2731159.9717999995, 4216341.3256 2729173.4646000005)))",11349.28304235672,1217015.0,74.4,86.84571000000001,15.33,3758.7599999999998,8.199120140070614,107.2327648766862
CH06,2021,6240.291980092004,2,"POLYGON ((4190319.3556999993 2685671.3256, 4200463.715500001 2670977.5923999995, 4200603.865700001 2682897.3605000004, 4221786.1741 2673104.0940000005, 4230632.750499999 2679280.6511000004, 4245478.6928 2673793.731899999, 4238776.2446 2657305.83, 4239817.135500001 2645773.4124, 4235228.9672 2633945.9672, 4220091.157500001 2620067.1601, 4219626.296800001 2608218.7887999993, 4204089.6293 2602786.3847000003, 4199212.2552000005 2616819.7974999994, 4202414.681399999 2629137.7764999997, 4171915.7764 2632467.2206999995, 4159487.7741 2640234.2612999994, 4163692.5250000004 2656542.892999999, 4157239.2227999996 2682481.107999999, 4190319.3556999993 2685671.3256))",4369.109029537978,825745.0,81.4,85.36027,2.37,3750.45,7.55716592906043,188.996199091722
CH06,2022,5928.058807740972,2,"POLYGON ((4190319.3556999993 2685671.3256, 4200463.715500001 2670977.5923999995, 4200603.865700001 2682897.3605000004, 4221786.1741 2673104.0940000005, 4230632.750499999 2679280.6511000004, 4245478.6928 2673793.731899999, 4238776.2446 2657305.83, 4239817.135500001 2645773.4124, 4235228.9672 2633945.9672, 4220091.157500001 2620067.1601, 4219626.296800001 2608218.7887999993, 4204089.6293 2602786.3847000003, 4199212.2552000005 2616819.7974999994, 4202414.681399999 2629137.7764999997, 4171915.7764 2632467.2206999995, 4159487.7741 2640234.2612999994, 4163692.5250000004 2656542.892999999, 4157239.2227999996 2682481.107999999, 4190319.3556999993 2685671.3256))",4369.109029537978,833178.0,84.6,86.47699,17.12,3189.3599999999997,7.114996804693561,190.69746128265112
CH06,2023,5564.682284021005,2,"POLYGON ((4190319.3556999993 2685671.3256, 4200463.715500001 2670977.5923999995, 4200603.865700001 2682897.3605000004, 4221786.1741 2673104.0940000005, 4230632.750499999 2679280.6511000004, 4245478.6928 2673793.731899999, 4238776.2446 2657305.83, 4239817.135500001 2645773.4124, 4235228.9672 2633945.9672, 4220091.157500001 2620067.1601, 4219626.296800001 2608218.7887999993, 4204089.6293 2602786.3847000003, 4199212.2552000005 2616819.7974999994, 4202414.681399999 2629137.7764999997, 4171915.7764 2632467.2206999995, 4159487.7741 2640234.2612999994, 4163692.5250000004 2656542.892999999, 4157239.2227999996 2682481.107999999, 4190319.3556999993 2685671.3256))",4369.109029537978,841372.0,84.2,86.84419,26.580000000000002,3213.08,6.6138191953392855,192.57290086188874
CH07,2021,3008.860553721011,2,"POLYGON ((4256006.521 2562205.0749999993, 4245755.8311 2545843.957800001, 4246239.7509 2529120.9367999993, 4236365.010399999 2524805.7344000004, 4230306.7422 2551133.7369999997, 4221436.720000001 2554668.332800001, 4202406.899900001 2572186.7606000006, 4202316.522600001 2590826.933, 4196776.6841 2594561.0877, 4204089.6293 2602786.3847000003, 4219626.296800001 2608218.7887999993, 4245201.8588 2607745.7709, 4250438.6227 2591649.308, 4250256.092599999 2572591.4628, 4256006.521 2562205.0749999993))",2788.0724587003397,350986.0,89.6,85.36129000000001,8.98,3715.65,8.572594216638302,125.88840684707749
CH07,2022,2923.499478389993,2,"POLYGON ((4256006.521 2562205.0749999993, 4245755.8311 2545843.957800001, 4246239.7509 2529120.9367999993, 4236365.010399999 2524805.7344000004, 4230306.7422 2551133.7369999997, 4221436.720000001 2554668.332800001, 4202406.899900001 2572186.7606000006, 4202316.522600001 2590826.933, 4196776.6841 2594561.0877, 4204089.6293 2602786.3847000003, 4219626.296800001 2608218.7887999993, 4245201.8588 2607745.7709, 4250438.6227 2591649.308, 4250256.092599999 2572591.4628, 4256006.521 2562205.0749999993))",2788.0724587003397,352181.0,94.2,86.47791000000001,39.519999999999996,3289.9300000000003,8.301127767795517,126.31701837626171
CH07,2023,2752.493309457993,2,"POLYGON ((4256006.521 2562205.0749999993, 4245755.8311 2545843.957800001, 4246239.7509 2529120.9367999993, 4236365.010399999 2524805.7344000004, 4230306.7422 2551133.7369999997, 4221436.720000001 2554668.332800001, 4202406.899900001 2572186.7606000006, 4202316.522600001 2590826.933, 4196776.6841 2594561.0877, 4204089.6293 2602786.3847000003, 4219626.296800001 2608218.7887999993, 4245201.8588 2607745.7709, 4250438.6227 2591649.308, 4250256.092599999 2572591.4628, 4256006.521 2562205.0749999993))",2788.0724587003397,354023.0,94.2,86.84445,34.0,3176.57,7.774899680128106,126.97768987145616
CY00,2021,4656.271,2,"POLYGON ((6342668.881999999 1629618.4980999995, 6342926.802200001 1634133.0111999996, 6355195.225400001 1630403.7488000002, 6361329.565400001 1637425.9455999993, 6364266.4659 1648627.0621000007, 6372301.799900001 1653411.8353000004, 6389136.7754999995 1652350.0633000005, 6394371.9408 1657608.5248000007, 6395130.229699999 1668838.1345000006, 6390150.352299999 1682771.8466999996, 6397359.2829 1681049.2951999996, 6440896.7511 1690577.7697, 6454883.4759 1698133.917199999, 6463635.5371 1707203.2235000003, 6470438.4120000005 1709365.9837999996, 6480682.9364 1716720.7819999997, 6491665.8421 1727242.8872999996, 6494000.962099999 1733947.296599999, 6503401.993100001 1738981.9948999994, 6507208.5660999995 1745512.4696999993, 6522423.109999999 1757697.7875999995, 6524943.458000001 1753897.0940000005, 6517603.440199999 1748335.4510999992, 6514293.9549 1740614.8143000007, 6505735.9669 1728648.2763999999, 6497577.854900001 1721158.6362999994, 6491385.578199999 1706285.4462000001, 6483077.263599999 1702725.8991, 6479926.9166 1694312.0798000004, 6483520.894200001 1684324.5206000004, 6499254.3719999995 1673071.8505000006, 6485030.827 1659772.3342000004, 6476822.885399999 1661292.1292000003, 6469965.5418 1658923.9419, 6466336.705399999 1652743.2287000008, 6466276.205700001 1639102.1311000008, 6439362.575300001 1617825.757099999, 6429540.824999999 1615533.0969999991, 6419240.607100001 1604828.0481000002, 6420791.9826 1596973.914999999, 6415015.832800001 1594476.1734999996, 6406804.027899999 1603223.4363000002, 6392576.817299999 1595919.7591999993, 6372397.1132 1596974.4178, 6362865.6028 1601231.3423999995, 6359425.831599999 1608432.6581999995, 6351284.5722 1613396.1926000006, 6348392.6468 1623251.0960000008, 6342668.881999999 1629618.4980999995))",9240.976234299154,914476.0,27.0,26.93811,732.0,610.0,5.091736688551695,98.95880876803865
CY00,2022,4864.899,2,"POLYGON ((6342668.881999999 1629618.4980999995, 6342926.802200001 1634133.0111999996, 6355195.225400001 1630403.7488000002, 6361329.565400001 1637425.9455999993, 6364266.4659 1648627.0621000007, 6372301.799900001 1653411.8353000004, 6389136.7754999995 1652350.0633000005, 6394371.9408 1657608.5248000007, 6395130.229699999 1668838.1345000006, 6390150.352299999 1682771.8466999996, 6397359.2829 1681049.2951999996, 6440896.7511 1690577.7697, 6454883.4759 1698133.917199999, 6463635.5371 1707203.2235000003, 6470438.4120000005 1709365.9837999996, 6480682.9364 1716720.7819999997, 6491665.8421 1727242.8872999996, 6494000.962099999 1733947.296599999, 6503401.993100001 1738981.9948999994, 6507208.5660999995 1745512.4696999993, 6522423.109999999 1757697.7875999995, 6524943.458000001 1753897.0940000005, 6517603.440199999 1748335.4510999992, 6514293.9549 1740614.8143000007, 6505735.9669 1728648.2763999999, 6497577.854900001 1721158.6362999994, 6491385.578199999 1706285.4462000001, 6483077.263599999 1702725.8991, 6479926.9166 1694312.0798000004, 6483520.894200001 1684324.5206000004, 6499254.3719999995 1673071.8505000006, 6485030.827 1659772.3342000004, 6476822.885399999 1661292.1292000003, 6469965.5418 1658923.9419, 6466336.705399999 1652743.2287000008, 6466276.205700001 1639102.1311000008, 6439362.575300001 1617825.757099999, 6429540.824999999 1615533.0969999991, 6419240.607100001 1604828.0481000002, 6420791.9826 1596973.914999999, 6415015.832800001 1594476.1734999996, 6406804.027899999 1603223.4363000002, 6392576.817299999 1595919.7591999993, 6372397.1132 1596974.4178, 6362865.6028 1601231.3423999995, 6359425.831599999 1608432.6581999995, 6351284.5722 1613396.1926000006, 6348392.6468 1623251.0960000008, 6342668.881999999 1629618.4980999995))",9240.976234299154,929764.0,28.7,27.1062,698.0,696.0,5.232401985880288,100.61317943325652
CY00,2023,4907.029,2,"POLYGON ((6342668.881999999 1629618.4980999995, 6342926.802200001 1634133.0111999996, 6355195.225400001 1630403.7488000002, 6361329.565400001 1637425.9455999993, 6364266.4659 1648627.0621000007, 6372301.799900001 1653411.8353000004, 6389136.7754999995 1652350.0633000005, 6394371.9408 1657608.5248000007, 6395130.229699999 1668838.1345000006, 6390150.352299999 1682771.8466999996, 6397359.2829 1681049.2951999996, 6440896.7511 1690577.7697, 6454883.4759 1698133.917199999, 6463635.5371 1707203.2235000003, 6470438.4120000005 1709365.9837999996, 6480682.9364 1716720.7819999997, 6491665.8421 1727242.8872999996, 6494000.962099999 1733947.296599999, 6503401.993100001 1738981.9948999994, 6507208.5660999995 1745512.4696999993, 6522423.109999999 1757697.7875999995, 6524943.458000001 1753897.0940000005, 6517603.440199999 1748335.4510999992, 6514293.9549 1740614.8143000007, 6505735.9669 1728648.2763999999, 6497577.854900001 1721158.6362999994, 6491385.578199999 1706285.4462000001, 6483077.263599999 1702725.8991, 6479926.9166 1694312.0798000004, 6483520.894200001 1684324.5206000004, 6499254.3719999995 1673071.8505000006, 6485030.827 1659772.3342000004, 6476822.885399999 1661292.1292000003, 6469965.5418 1658923.9419, 6466336.705399999 1652743.2287000008, 6466276.205700001 1639102.1311000008, 6439362.575300001 1617825.757099999, 6429540.824999999 1615533.0969999991, 6419240.607100001 1604828.0481000002, 6420791.9826 1596973.914999999, 6415015.832800001 1594476.1734999996, 6406804.027899999 1603223.4363000002, 6392576.817299999 1595919.7591999993, 6372397.1132 1596974.4178, 6362865.6028 1601231.3423999995, 6359425.831599999 1608432.6581999995, 6351284.5722 1613396.1926000006, 6348392.6468 1623251.0960000008, 6342668.881999999 1629618.4980999995))",9240.976234299154,949084.0,29.2,28.074810000000003,780.0,530.0,5.170278921570694,102.70386763655382
CZ01,2021,5783.223940999998,2,"POLYGON ((4626478.756999999 3007302.1833999995, 4628530.842700001 3010861.5044, 4644503.5502 3017046.9681, 4656237.374299999 3007445.9309, 4653460.346100001 2997518.5119000003, 4645507.6866 2998796.6646999996, 4640795.1143 2994094.3323999997, 4633153.117900001 2991745.5568000004, 4626847.8123 3000924.7738000005, 4626478.756999999 3007302.1833999995))",485.4266189993616,1259413.0,49.0,33.970020000000005,18.0,3145.0,4.591999559318507,2594.4456910832414
CZ01,2022,5838.2782,2,"POLYGON ((4626478.756999999 3007302.1833999995, 4628530.842700001 3010861.5044, 4644503.5502 3017046.9681, 4656237.374299999 3007445.9309, 4653460.346100001 2997518.5119000003, 4645507.6866 2998796.6646999996, 4640795.1143 2994094.3323999997, 4633153.117900001 2991745.5568000004, 4626847.8123 3000924.7738000005, 4626478.756999999 3007302.1833999995))",485.4266189993616,1275406.0,49.6,34.66948,63.0,2759.0,4.577584079108927,2627.391968386631
CZ01,2023,5754.704158606344,2,"POLYGON ((4626478.756999999 3007302.1833999995, 4628530.842700001 3010861.5044, 4644503.5502 3017046.9681, 4656237.374299999 3007445.9309, 4653460.346100001 2997518.5119000003, 4645507.6866 2998796.6646999996, 4640795.1143 2994094.3323999997, 4633153.117900001 2991745.5568000004, 4626847.8123 3000924.7738000005, 4626478.756999999 3007302.1833999995))",485.4266189993616,1357326.0,47.0,33.480489999999996,69.0,2592.0,4.239736186153028,2796.150740142631
CZ02,2021,8575.521346000001,2,"POLYGON ((4685657.698899999 3058491.5413000006, 4685357.923699999 3051893.696799999, 4687235.3725000005 3038624.048800001, 4703348.3127 3031564.6536999997, 4704512.749600001 3018428.4875000007, 4709591.6754 3014139.0217000004, 4708021.543 3007675.374399999, 4716347.7125 2997307.6985, 4715869.727299999 2986862.8714000005, 4697889.917400001 2972444.489600001, 4696927.4092 2957826.249, 4677657.886700001 2949338.3922000006, 4665263.729 2956495.4921000004, 4657369.517999999 2945353.9799000006, 4629964.729599999 2947174.3932000007, 4593602.8148 2940446.0647, 4592497.039999999 2951570.897500001, 4596703.6335 2962042.4132000003, 4593812.7776 2985469.6392, 4564741.059900001 3003138.0544000007, 4581852.151000001 3018944.7807, 4631891.6808 3040957.4124999996, 4639068.7008 3053424.8933000006, 4650859.2062 3052071.4802, 4658594.6929 3060203.8484000005, 4672560.135500001 3066418.5856999997, 4685657.698899999 3058491.5413000006), (4626478.756999999 3007302.1833999995, 4626847.8123 3000924.7738000005, 4633153.117900001 2991745.5568000004, 4640795.1143 2994094.3323999997, 4645507.6866 2998796.6646999996, 4653460.346100001 2997518.5119000003, 4656237.374299999 3007445.9309, 4644503.5502 3017046.9681, 4628530.842700001 3010861.5044, 4626478.756999999 3007302.1833999995))",10952.45392470757,1372588.0,19.6,21.82111,12.0,3338.0,6.247702403051754,125.32241718941064
CZ02,2022,8185.378391999999,2,"POLYGON ((4685657.698899999 3058491.5413000006, 4685357.923699999 3051893.696799999, 4687235.3725000005 3038624.048800001, 4703348.3127 3031564.6536999997, 4704512.749600001 3018428.4875000007, 4709591.6754 3014139.0217000004, 4708021.543 3007675.374399999, 4716347.7125 2997307.6985, 4715869.727299999 2986862.8714000005, 4697889.917400001 2972444.489600001, 4696927.4092 2957826.249, 4677657.886700001 2949338.3922000006, 4665263.729 2956495.4921000004, 4657369.517999999 2945353.9799000006, 4629964.729599999 2947174.3932000007, 4593602.8148 2940446.0647, 4592497.039999999 2951570.897500001, 4596703.6335 2962042.4132000003, 4593812.7776 2985469.6392, 4564741.059900001 3003138.0544000007, 4581852.151000001 3018944.7807, 4631891.6808 3040957.4124999996, 4639068.7008 3053424.8933000006, 4650859.2062 3052071.4802, 4658594.6929 3060203.8484000005, 4672560.135500001 3066418.5856999997, 4685657.698899999 3058491.5413000006), (4626478.756999999 3007302.1833999995, 4626847.8123 3000924.7738000005, 4633153.117900001 2991745.5568000004, 4640795.1143 2994094.3323999997, 4645507.6866 2998796.6646999996, 4653460.346100001 2997518.5119000003, 4656237.374299999 3007445.9309, 4644503.5502 3017046.9681, 4628530.842700001 3010861.5044, 4626478.756999999 3007302.1833999995))",10952.45392470757,1386824.0,19.7,21.053189999999997,31.0,2935.0,5.90224743154142,126.62221722489721
CZ02,2023,8026.355020715513,2,"POLYGON ((4685657.698899999 3058491.5413000006, 4685357.923699999 3051893.696799999, 4687235.3725000005 3038624.048800001, 4703348.3127 3031564.6536999997, 4704512.749600001 3018428.4875000007, 4709591.6754 3014139.0217000004, 4708021.543 3007675.374399999, 4716347.7125 2997307.6985, 4715869.727299999 2986862.8714000005, 4697889.917400001 2972444.489600001, 4696927.4092 2957826.249, 4677657.886700001 2949338.3922000006, 4665263.729 2956495.4921000004, 4657369.517999999 2945353.9799000006, 4629964.729599999 2947174.3932000007, 4593602.8148 2940446.0647, 4592497.039999999 2951570.897500001, 4596703.6335 2962042.4132000003, 4593812.7776 2985469.6392, 4564741.059900001 3003138.0544000007, 4581852.151000001 3018944.7807, 4631891.6808 3040957.4124999996, 4639068.7008 3053424.8933000006, 4650859.2062 3052071.4802, 4658594.6929 3060203.8484000005, 4672560.135500001 3066418.5856999997, 4685657.698899999 3058491.5413000006), (4626478.756999999 3007302.1833999995, 4626847.8123 3000924.7738000005, 4633153.117900001 2991745.5568000004, 4640795.1143 2994094.3323999997, 4645507.6866 2998796.6646999996, 4653460.346100001 2997518.5119000003, 4656237.374299999 3007445.9309, 4644503.5502 3017046.9681, 4628530.842700001 3010861.5044, 4626478.756999999 3007302.1833999995))",10952.45392470757,1439391.0,19.6,20.98968,44.0,2765.0,5.576215927927514,131.42178089906292
CZ03,2021,6383.47795657901,2,"POLYGON ((4564741.059900001 3003138.0544000007, 4593812.7776 2985469.6392, 4596703.6335 2962042.4132000003, 4592497.039999999 2951570.897500001, 4593602.8148 2940446.0647, 4629964.729599999 2947174.3932000007, 4657369.517999999 2945353.9799000006, 4665263.729 2956495.4921000004, 4677657.886700001 2949338.3922000006, 4676833.796399999 2930493.8401999995, 4680202.5681 2923675.7202000003, 4724992.251599999 2903043.7015000004, 4729896.0273 2885955.4223999996, 4726983.6402 2881333.1931999996, 4688408.726500001 2889033.9690000005, 4683800.216 2865231.0216000006, 4671696.735300001 2855478.0228000004, 4666960.763 2841107.5930000003, 4651663.9683 2845246.5511000007, 4641505.738500001 2837187.209899999, 4624277.1894000005 2839622.7402999997, 4603174.0754 2858273.119000001, 4581003.231000001 2879001.467, 4571071.8972 2879894.6663000006, 4566903.931500001 2889394.7996999994, 4552189.4165 2900592.4167, 4537950.778100001 2916604.9087000005, 4523849.1787 2919958.350400001, 4511863.501 2932678.570699999, 4511975.8365 2937497.2820999995, 4508712.424799999 2939910.5363999996, 4494030.7502999995 2963467.4614000004, 4504235.755100001 2980138.6501, 4530973.8802000005 2984051.0292000007, 4542247.1208999995 2994461.9475, 4551419.643200001 2994136.8433, 4557136.6171 3003906.5757, 4564741.059900001 3003138.0544000007))",17981.906561252446,1212780.0,18.3,19.69929,7.0,3485.0,5.2635085972550755,67.44446123490086
CZ03,2022,5977.3979879594735,2,"POLYGON ((4564741.059900001 3003138.0544000007, 4593812.7776 2985469.6392, 4596703.6335 2962042.4132000003, 4592497.039999999 2951570.897500001, 4593602.8148 2940446.0647, 4629964.729599999 2947174.3932000007, 4657369.517999999 2945353.9799000006, 4665263.729 2956495.4921000004, 4677657.886700001 2949338.3922000006, 4676833.796399999 2930493.8401999995, 4680202.5681 2923675.7202000003, 4724992.251599999 2903043.7015000004, 4729896.0273 2885955.4223999996, 4726983.6402 2881333.1931999996, 4688408.726500001 2889033.9690000005, 4683800.216 2865231.0216000006, 4671696.735300001 2855478.0228000004, 4666960.763 2841107.5930000003, 4651663.9683 2845246.5511000007, 4641505.738500001 2837187.209899999, 4624277.1894000005 2839622.7402999997, 4603174.0754 2858273.119000001, 4581003.231000001 2879001.467, 4571071.8972 2879894.6663000006, 4566903.931500001 2889394.7996999994, 4552189.4165 2900592.4167, 4537950.778100001 2916604.9087000005, 4523849.1787 2919958.350400001, 4511863.501 2932678.570699999, 4511975.8365 2937497.2820999995, 4508712.424799999 2939910.5363999996, 4494030.7502999995 2963467.4614000004, 4504235.755100001 2980138.6501, 4530973.8802000005 2984051.0292000007, 4542247.1208999995 2994461.9475, 4551419.643200001 2994136.8433, 4557136.6171 3003906.5757, 4564741.059900001 3003138.0544000007))",17981.906561252446,1215754.0,18.4,19.331259999999997,15.0,3090.0,4.916617990119279,67.60984970413072
CZ03,2023,5824.654528470406,2,"POLYGON ((4564741.059900001 3003138.0544000007, 4593812.7776 2985469.6392, 4596703.6335 2962042.4132000003, 4592497.039999999 2951570.897500001, 4593602.8148 2940446.0647, 4629964.729599999 2947174.3932000007, 4657369.517999999 2945353.9799000006, 4665263.729 2956495.4921000004, 4677657.886700001 2949338.3922000006, 4676833.796399999 2930493.8401999995, 4680202.5681 2923675.7202000003, 4724992.251599999 2903043.7015000004, 4729896.0273 2885955.4223999996, 4726983.6402 2881333.1931999996, 4688408.726500001 2889033.9690000005, 4683800.216 2865231.0216000006, 4671696.735300001 2855478.0228000004, 4666960.763 2841107.5930000003, 4651663.9683 2845246.5511000007, 4641505.738500001 2837187.209899999, 4624277.1894000005 2839622.7402999997, 4603174.0754 2858273.119000001, 4581003.231000001 2879001.467, 4571071.8972 2879894.6663000006, 4566903.931500001 2889394.7996999994, 4552189.4165 2900592.4167, 4537950.778100001 2916604.9087000005, 4523849.1787 2919958.350400001, 4511863.501 2932678.570699999, 4511975.8365 2937497.2820999995, 4508712.424799999 2939910.5363999996, 4494030.7502999995 2963467.4614000004, 4504235.755100001 2980138.6501, 4530973.8802000005 2984051.0292000007, 4542247.1208999995 2994461.9475, 4551419.643200001 2994136.8433, 4557136.6171 3003906.5757, 4564741.059900001 3003138.0544000007))",17981.906561252446,1257691.0,18.2,19.263900000000003,25.0,2955.0,4.6312285994496305,69.9420273215123
CZ04,2021,7540.902843,2,"POLYGON ((4639068.7008 3053424.8933000006, 4631891.6808 3040957.4124999996, 4581852.151000001 3018944.7807, 4564741.059900001 3003138.0544000007, 4557136.6171 3003906.5757, 4551419.643200001 2994136.8433, 4542247.1208999995 2994461.9475, 4530973.8802000005 2984051.0292000007, 4504235.755100001 2980138.6501, 4482881.8697 2996472.522500001, 4475191.6471 3014233.6904000007, 4470617.443499999 3025026.0146999992, 4486763.788000001 3013232.9853000008, 4504645.4372000005 3036024.5754000004, 4520888.6142 3041381.0393000003, 4530540.3905 3036694.340399999, 4537781.5506 3047790.284499999, 4568654.602399999 3063911.0807000007, 4578743.5452 3075177.8411, 4591245.1186999995 3076094.832800001, 4627727.3686999995 3097149.4101, 4621387.485300001 3107484.9092999995, 4623550.103499999 3113763.4321, 4635755.0407 3113254.6547, 4642535.2162 3106768.6447, 4645979.160499999 3093185.0231999997, 4630051.6252 3074659.2355000004, 4630857.720899999 3065275.1942, 4639068.7008 3053424.8933000006))",8588.80761173115,1086606.0,14.6,18.208779999999997,9.0,3486.0,6.939868584381092,126.51418556818564
CZ04,2022,7326.182568999999,2,"POLYGON ((4639068.7008 3053424.8933000006, 4631891.6808 3040957.4124999996, 4581852.151000001 3018944.7807, 4564741.059900001 3003138.0544000007, 4557136.6171 3003906.5757, 4551419.643200001 2994136.8433, 4542247.1208999995 2994461.9475, 4530973.8802000005 2984051.0292000007, 4504235.755100001 2980138.6501, 4482881.8697 2996472.522500001, 4475191.6471 3014233.6904000007, 4470617.443499999 3025026.0146999992, 4486763.788000001 3013232.9853000008, 4504645.4372000005 3036024.5754000004, 4520888.6142 3041381.0393000003, 4530540.3905 3036694.340399999, 4537781.5506 3047790.284499999, 4568654.602399999 3063911.0807000007, 4578743.5452 3075177.8411, 4591245.1186999995 3076094.832800001, 4627727.3686999995 3097149.4101, 4621387.485300001 3107484.9092999995, 4623550.103499999 3113763.4321, 4635755.0407 3113254.6547, 4642535.2162 3106768.6447, 4645979.160499999 3093185.0231999997, 4630051.6252 3074659.2355000004, 4630857.720899999 3065275.1942, 4639068.7008 3053424.8933000006))",8588.80761173115,1082108.0,15.3,17.25332,33.0,3067.0,6.770287779962812,125.99048074170234
CZ04,2023,7147.7038467771345,2,"POLYGON ((4639068.7008 3053424.8933000006, 4631891.6808 3040957.4124999996, 4581852.151000001 3018944.7807, 4564741.059900001 3003138.0544000007, 4557136.6171 3003906.5757, 4551419.643200001 2994136.8433, 4542247.1208999995 2994461.9475, 4530973.8802000005 2984051.0292000007, 4504235.755100001 2980138.6501, 4482881.8697 2996472.522500001, 4475191.6471 3014233.6904000007, 4470617.443499999 3025026.0146999992, 4486763.788000001 3013232.9853000008, 4504645.4372000005 3036024.5754000004, 4520888.6142 3041381.0393000003, 4530540.3905 3036694.340399999, 4537781.5506 3047790.284499999, 4568654.602399999 3063911.0807000007, 4578743.5452 3075177.8411, 4591245.1186999995 3076094.832800001, 4627727.3686999995 3097149.4101, 4621387.485300001 3107484.9092999995, 4623550.103499999 3113763.4321, 4635755.0407 3113254.6547, 4642535.2162 3106768.6447, 4645979.160499999 3093185.0231999997, 4630051.6252 3074659.2355000004, 4630857.720899999 3065275.1942, 4639068.7008 3053424.8933000006))",8588.80761173115,1105932.0,14.8,17.16123,34.0,2913.0,6.463059073050726,128.76432329086595
