"NUTS","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027"
UKF2,,,,,,,,,,,,,,,,31305.7,31690.25,33386.72,35584.86,36717.47,33875.42,36269.66,35787.43,36707.58,37327.1,37769.200000000004,39858.91,40705.29,41074.58,40806.64,42099.66,40831.58,40884.61,41360.46,41736.65,41239.88,41385.450000000004,41371.38,43018.08,43913.840000000004,41661.020000000004,43258,9847.03,9789.67,9934.45,9997.93,10040.98,39309.41
UKF21,,,,,,,,,,,,,,,,31296.56,31694.22,33380.43,28928.37,31402.09,27915.65,30624.57,30991.600000000002,32567.49,34602.86,35221.13,37196.92,38529.08,39739.88,38487.11,40086.71,40025.73,40654.65,39920.22,42100.14,39928.1,40228.85,43071.96,46715.21,44356.03,32793.89,36229.61,8174.5,8123.17,8244.74,8296.35,8330.87,67297.19
UKF22,,,,,,,,,,,,,,,,31307.22,31685.95,33385.85,36745.19,40698.65,37926.78,40371.91,38549.4,39997.1,39896.06,39996.15,40931.71,42374.86,42506.24,42908.81,44444.23,42715.91,42819.14,43430.19,43351.33,42709.06,42999.28,42437.22,42937.54,44848.11,48130.840000000004,49548.47,11493.050000000001,11427.25,11595.68,11669.24,11718.01,34504.62
UKF24,,,,,,,,,,,,,,,,31309.52,31699.55,33397.3,38918,36553.86,33918.89,35899.87,36422.56,36088.96,36499.11,37681.26,41477.25,41337.13,41239.48,40760.68,41482.200000000004,41416.91,40423.03,41931.05,41734.25,42471.23,43136.21,42090.57,44049.16,47788.35,41150.74,39383.92,8586.97,8538.58,8663.76,8718.33,8757.89,31032.39
UKF25,,,,,,,,,,,,,,,,31310.61,31680.81,33383.38,38059.96,35827.62,33726.04,35822.03,35063.090000000004,35723.5,36192.9,36021.090000000004,38264.92,38535.43,39007.06,38817.6,40118.66,36684.62,37493.62,37648.44,37724.75,37791.14,36793.49,36029.340000000004,37620.200000000004,36310.39,38062.79,42357.32,9807.78,9750.25,9895.43,9961.83,10006.35,33244.71
UKF3,,,,,,,,,,,,,,,,35285.49,34917.53,36835.9,34368.86,34974.72,28942.18,30991.43,30447.9,31506.93,31846.22,31378.850000000002,32066.64,32250.93,32808.12,32919.8,33724.75,32459.9,33809.95,35505.28,34987.64,35144.33,34360.21,34423.22,35001.47,35598.36,31904.61,33126.86,9299.1,9245.32,9379.92,9440.59,9480.81,45119.75
UKF30,,,,,,,,,,,,,,,,35285.49,34917.53,36835.9,34368.86,34974.72,28942.18,30991.43,30447.9,31506.93,31846.22,31378.850000000002,32066.64,32250.93,32808.12,32919.8,33724.75,32459.9,33809.95,35505.28,34987.64,35144.33,34360.21,34423.22,35001.47,35598.36,31904.61,33126.86,9299.1,9245.32,9379.92,9440.59,9480.81,45119.75
UKG,,,,,,,,,,,,,,,,30193.66,29741.100000000002,31682.46,32075.46,33578.2,35689.48,37318.06,36802.41,37963.14,38887.37,39650.26,39569.31,40972.97,40034.79,39741.340000000004,40886.25,40821.53,40202.38,41020.840000000004,41138.01,40563.14,41523.520000000004,42076.340000000004,42728.450000000004,43853.53,42034.92,44116.64,8582.69,8533.12,8658.75,8714.49,8751.84,47484.74
UKG1,,,,,,,,,,,,,,,,28807.11,28502.33,28814.02,29441.14,32453.14,34343.9,35540.66,35294.99,35362.020000000004,36553.42,37518.520000000004,37717.15,37943.65,37962.29,37528.24,39149.57,38816.71,38855.32,39637.99,40122.01,39095.62,39000.18,39047.6,39928.6,41506.54,40039.58,43005.090000000004,10045.48,9987.48,10133.73,10198.19,10241.34,34949.43
UKG11,,,,,,,,,,,,,,,,28817.54,28486.58,28822.95,27302.98,31013.07,30946.81,32841.29,31074.63,29416.43,28906.690000000002,29621.170000000002,28085.87,28451.03,28669.24,28467.89,29727.77,29727.4,28346.91,27579.010000000002,30422.920000000002,29205.37,27956.25,27556.79,28341.43,30279.86,30809.2,33925.41,8367.66,8315.66,8437.93,8492.53,8531.56,29585.420000000002
UKG12,,,,,,,,,,,,,,,,28808.010000000002,28501.760000000002,28814.010000000002,27368.22,29565.53,30501.62,31333.18,32994.1,31918.97,33892.58,35335.96,36341.85,36528.17,37030.69,37367.68,39103.93,39545.99,38704.04,39423.98,39997.16,37700.090000000004,36795.82,36107.020000000004,36834.67,38646.91,30740.33,34542.5,8582.11,8532.94,8659.09,8711.22,8748.85,38192.74
UKG13,,,,,,,,,,,,,,,,28802.93,28507.420000000002,28810.760000000002,32161.88,35761.15,39582.590000000004,40958.56,38862.17,41027.66,41897.69,42188.85,42207.41,42398.81,41824.71,40601.44,42161.78,40948.94,42349.58,43837.26,43054.89,43203.24,44395.54,45098.25,46184.86,47417.5,51049.25,53093.03,11824.16,11756.57,11927.28,12006.17,12054.75,33860.29
UKG2,,,,,,,,,,,,,,,,30045.15,29216.63,31127.68,31117.690000000002,31771.04,32268.91,34383.33,33752.67,35063.16,36160.520000000004,36564.68,37466.13,38471.25,37050.69,36241.81,37563.11,38490.93,37379.78,38344.33,38404.94,37122.49,37481.01,38454.56,39023.53,38288.74,35824.08,36068.25,9669.43,9614.78,9757.77,9819.4,9861.54,42668.51
UKG21,,,,,,,,,,,,,,,,30041.54,29195.75,31139.18,31483.33,33293.95,34162.5,36118.14,35992.950000000004,38730.94,38004.270000000004,36977.99,38631.07,38817.43,37381.87,38305.88,38421.97,39661.72,38238.91,40730.43,38879.67,37798.63,40341.96,40910.200000000004,41249,40743.46,47634.93,47276.8,12921.45,12850.36,13050.91,13130.65,13199.31,28120.14
UKG22,,,,,,,,,,,,,,,,30043.53,29210.47,31110.75,32120.690000000002,31436.52,31029.920000000002,33555.44,29930.4,31542.52,33765.19,33096.41,35161.41,36082.270000000004,34477.07,32980.14,34035,34220.94,34210.67,35415.64,34072.29,33539.66,32813.17,33008.18,34549.71,31987.21,30142.78,28373.98,7452.400000000001,7404.17,7514.87,7562.5,7593.93,36285.590000000004
UKG23,,,,,,,,,,,,,,,,30040.53,29231.45,31131.88,26222.63,27219.3,28258.31,31514.37,33663.79,33609.78,35016.68,36873.39,38055.26,40044,39172.6,38886.63,37919.88,39418.63,38454.07,38816.24,39561.18,37889,36912.61,39010.91,40082.86,39811.72,26293.350000000002,25119.690000000002,7271.360000000001,7235.13,7341.2300000000005,7386.99,7417,66087.86
UKG24,,,,,,,,,,,,,,,,30048.47,29218.3,31129.12,32568.59,33198.11,33703.95,35221.25,34713.46,36042.22,36967.76,37697.14,37845.75,38781.020000000004,37281.76,36209.26,38615.99,39583.590000000004,38030.6,38746.63,39620.35,38057.520000000004,38807.04,39836.23,39859.96,39700.29,38320.42,40157.68,10584.23,10524.73,10680.14,10748.050000000001,10793.53,40677.88
UKG3,,,,,,,,,,,,,,,,30837.58,30532,33187.16,33766.04,34972.96,38141.17,39682.55,39135.270000000004,40747.18,41496.950000000004,42355.91,41629.17,43853.68,42761.32,42953.62,43682.01,43167.58,42501.43,43237.75,43185.17,43232.200000000004,45163.270000000004,45765.03,46275.1,48171.83,46522.08,49248.93,7212.12,7170.04,7275.27,7322.9800000000005,7354.51,56683.020000000004
UKG31,,,,,,,,,,,,,,,,30854.13,30532.18,33190.35,30169.32,31637.95,36745.78,38585.18,38350.450000000004,40070.85,41300.16,42354.33,41791.5,44705.81,43234.47,44716.67,44677.33,43055.06,42898.99,43347.37,42760.99,43468.58,43947.47,44618.24,46263.07,47749.31,30762.79,33952.16,4639.08,4612.87,4680.3,4711.04,4731.64,61575.450000000004
UKG32,,,,,,,,,,,,,,,,30828.61,30548.420000000002,33188.82,47066.590000000004,48425.340000000004,56164.85,57163.9,52556.42,51332.270000000004,51457.66,53519.35,53840.66,58026.26,57371.020000000004,55002.46,57943.56,55927.23,54073.25,57611.36,56206.44,57412.93,60367.840000000004,64136.5,56953.37,60963.99,63126.51,61869.450000000004,8579.12,8526.630000000001,8653.16,8712.55,8746.26,27870.14
UKG33,,,,,,,,,,,,,,,,30822.8,30527.03,33195.4,37097.71,39905.26,45454.25,46337.03,44290.92,46703.24,48123.6,49633.12,48758.35,51200.32,50616.73,49909.76,51404.19,50852.630000000005,48908.73,47645.11,48541.950000000004,50192.700000000004,56132.32,53419.24,52825.62,54913.840000000004,57315.08,58757.880000000005,9053.06,8997.39,9131.85,9190.26,9228.99,49138.24
UKG36,,,,,,,,,,,,,,,,30830.13,30533.39,33188.24,25376,26731.65,30783.48,32492.43,32525.940000000002,33219.03,33738.57,33247.35,34380.65,35396.36,34222.020000000004,32981.99,34764.71,35676.41,36531.98,37485.63,36430.18,35437.31,36085.770000000004,36162.72,36663.73,37968.75,50268.64,52781.28,8344.44,8301.03,8422.09,8472.84,8514.41,63332.44
UKG37,,,,,,,,,,,,,,,,30810.95,30543.13,33178.39,32765.16,33877.74,37327.35,37877.94,37404.63,40350.93,41490.840000000004,40656.770000000004,39502.71,39639.71,38160.43,38806.18,40103.18,40622.090000000004,38829.48,40240.88,39840.18,40008.86,42425.05,44146.39,47081.23,47344.92,80706.78,75461.77,10936.65,10866.91,11026.53,11102.06,11144.08,60521.62
UKG38,,,,,,,,,,,,,,,,30840.45,30518.32,33175.48,38418.64,36532.62,29639.38,30450.78,31651.37,33468.82,31986.37,33690.17,33197.62,34618.38,33783.37,34256.53,35812.5,37770.270000000004,37099.4,38908.98,39370.46,36278.85,38193.16,36567.68,37144.53,38946.270000000004,42399.69,49038.21,7842.67,7798.900000000001,7912.81,7959.400000000001,7999.360000000001,68784.13
UKG39,,,,,,,,,,,,,,,,30824.58,30515.96,33175.85,47405.08,45627.53,37748.950000000004,40287.73,40116.76,41565.69,42397.56,43115.97,38871.26,40980.65,41056.72,39579.29,37669.04,37565.520000000004,36397.33,36460.43,39066.21,36266.96,38560.590000000004,41643.76,41524.06,44754.12,51046.82,60697.55,9257.43,9198.83,9332.65,9400.12,9437.47,58063.16
UKH,,,,,,,,,,,,,,,,29209.72,29014.97,30348.66,30638.68,33040.86,35514.9,36864.13,37116.73,38580.270000000004,39203.090000000004,40337.94,41155.32,41990.93,41123.99,40160.03,40370.590000000004,39949.43,39438.07,40217.57,40279.13,40332.56,40937.020000000004,41808.19,42417.49,42875.3,39857.37,41980.31,8670.380000000001,8620.67,8747.31,8803.15,8840.57,39071.15
UKH1,,,,,,,,,,,,,,,,29648.77,29393.24,29950.87,29785.87,32154.760000000002,33656.71,34723.37,34638.22,36091.78,37070.32,38332.1,38454.590000000004,39596.48,38696.51,38390.590000000004,38877.42,39142.74,38731.04,39608.96,39298.700000000004,39412.17,40002.87,40331.39,40997.13,41656.46,37946.85,39945.18,8981.01,8929.39,9060.630000000001,9118.95,9156.75,37574.520000000004
UKH11,,,,,,,,,,,,,,,,29639.43,29405.78,29938.5,33206.29,37595.56,39390.93,42778.47,41498.13,40684.21,43389.22,47165.44,47810.75,47152.840000000004,43372.96,42117.51,42873.4,45061.450000000004,43527.06,43135.1,43214.520000000004,40148.49,41958.93,43474.98,47796.200000000004,46053.74,34965.31,44749.1,10376.01,10315.300000000001,10466.24,10525.51,10570.66,38801.72
UKH12,,,,,,,,,,,,,,,,29653.66,29390.77,29951.39,30470.100000000002,32539.79,36340.57,38984.200000000004,38191.91,40418.67,43683.57,43479.67,42099.74,43806.770000000004,42582.93,42945.340000000004,44093.24,44864.31,45111.41,43815.590000000004,42961.950000000004,43654.74,43702.65,44785.62,45828.46,45170.86,41251.94,42855.21,9640.77,9584.69,9725.27,9789.61,9830.14,33914.44
UKH14,,,,,,,,,,,,,,,,29642.18,29394.21,29951.170000000002,31521.99,34182.270000000004,32947.270000000004,33625.22,34400.36,36556.97,36585.72,38677.36,38788.43,39365.69,38363.8,37871.33,36928.82,36898.37,37348.23,38650.11,38545.17,39492.07,40907.12,39893.16,39938.4,41109.64,41199.21,40514.65,8538.34,8489.710000000001,8614.6,8669.12,8705.41,39022.12
UKH15,,,,,,,,,,,,,,,,29644.32,29393.86,29941.95,22120.54,23488.06,27426.100000000002,26765.190000000002,28762.100000000002,29683.9,30678.41,31410.54,31483.15,32993.88,34027.72,34335.5,35301.13,35643.96,34313.3,36448.9,36799.74,37665.8,36193.85,37916.93,37528.89,40257.94,25477.29,26728.46,6699.72,6664.31,6759.97,6804.53,6830.01,46755.270000000004
UKH16,,,,,,,,,,,,,,,,29657.32,29384.98,29966.36,31921.420000000002,34044.03,32615.280000000002,32354.97,30202.23,31086,30001.170000000002,31499.4,33347.99,34164.03,33702.7,32046.21,33050.12,33768.29,31912.34,34923.36,33864.45,33363.01,33727.17,32535.15,33619.32,33927.64,41199.74,42846.74,9732.83,9677.17,9827.59,9886.2,9931.83,34718.96
UKH17,,,,,,,,,,,,,,,,29670.53,29389.350000000002,29969.11,32603.280000000002,35470.69,34525.15,35795.090000000004,32787.12,33573.45,32616.31,33193.82,34606.06,36911.08,35737.48,35940.22,37345.91,34982.48,34415.03,36045.72,35656.75,33978.72,35851.61,35640.97,34767.61,36782.28,36996.72,42187.43,9787.84,9725.31,9866.12,9938.16,9977.380000000001,31189.38
UKH2,,,,,,,,,,,,,,,,29272.73,29232.07,31374.58,31717.25,35507.94,39701.35,40558.96,42670.020000000004,42951.69,43036.46,44746.71,46051.41,46655.36,45880.88,43998.38,43626.340000000004,42904.71,42878.58,42975.5,43167.31,43615.31,44627.93,45990.47,47153.71,46714.68,44415.53,46407.03,8460.01,8410.35,8534.16,8588.52,8625.630000000001,42005.19
UKH21,,,,,,,,,,,,,,,,29267.57,29252.100000000002,31376.37,35929.43,39129.17,44370.83,44254.3,46815.49,44062.25,42402.3,42747.78,43126.57,45062.89,46035.81,42475.520000000004,44692.93,43713.520000000004,46295.17,47334.21,47974.97,50307.1,48986.340000000004,50345.12,52264.630000000005,53620.950000000004,35719.21,37240.42,7146.25,7101.02,7212.45,7250.610000000001,7282.4400000000005,51737.520000000004
UKH23,,,,,,,,,,,,,,,,29271.21,29231.29,31376.81,31604.93,35714.76,39719.840000000004,40749.85,43071.17,44275.62,45019.97,47362.61,48786.08,49408.87,48117.38,45680.5,45531.46,44662.5,43574.19,43781.11,43982.44,44033.75,44552.700000000004,45429.31,46787.91,47639.8,46971.64,48485.97,8654.4,8605.28,8730.130000000001,8786.61,8824.37,38289.82
UKH24,,,,,,,,,,,,,,,,29294.31,29236.09,31365.73,29882.81,33053.83,36427.39,37688.93,39940.07,37509.49,37129.23,37459.62,41083.73,40210.05,41099.53,40271.13,39380.19,37924.29,38641.6,38185.42,37923.66,38600,38889.73,41334.85,42105.11,40919.71,35921.14,40928.38,8528.97,8475.8,8608.48,8656.86,8697.94,50364.200000000004
UKH25,,,,,,,,,,,,,,,,29268.54,29215.21,31366.5,30023.920000000002,32876.4,37801.81,38073.42,38598.73,38498.74,37000,37908.87,37589.35,37946.32,36818.29,38294.04,35557.71,36280.28,39014.62,38026.53,37985.39,38970.65,45480.93,49287.5,48676.29,39690.01,42665.73,45529.56,8337.74,8285.3,8405.44,8465.53,8500.1,50579.37
UKH3,,,,,,,,,,,,,,,,28445.16,28155.73,29698.170000000002,30541.73,31314.260000000002,33377.18,35698.53,34658.69,37377.06,38040.07,38285.03,39948.24,40460.79,39395.97,38465.37,38983.64,37826.73,36698.1,37934.55,38343.85,37890.6,38071.85,39148.91,38985.97,40081.12,37321.43,39628.22,8452.12,8405.24,8528.32,8582.2,8619.35,37739.770000000004
UKH31,,,,,,,,,,,,,,,,28442.86,28146.74,29685.45,19234.74,19960.12,20950.36,24356.34,24800,26671.97,27828.84,28642.16,30842.88,30654.95,30743.18,31407.65,31249.58,31247.86,31128.16,31061.33,30463.99,29995.02,30036.18,30579.97,29282.64,30216.690000000002,20992.31,24569.55,5292.4800000000005,5260.82,5343.57,5376.2,5407.87,55000.76
UKH32,,,,,,,,,,,,,,,,28465.48,28146.690000000002,29693.62,32407.87,33759.63,38626,39512.770000000004,40118.81,44473.89,44946.770000000004,48573.44,49956.44,50532.950000000004,48387.1,47250,47114.29,44301.53,45675.68,42322.16,43048.42,42233.74,42436.3,45924.91,45680.4,49197.26,33754.22,33526.21,7832.56,7791.7300000000005,7914.2300000000005,7963.99,7998.54,32130.79
UKH34,,,,,,,,,,,,,,,,28446.25,28159.39,29706.41,28062.260000000002,28545.79,30059.07,31976.65,29584.260000000002,31859.56,33077.79,33263.23,33521.68,33429.01,33859.67,33778.79,34159.03,33501.62,32983.46,34147.91,33347.69,34529.270000000004,35470.520000000004,36510.89,37176.96,37322.58,30927.760000000002,31986.38,6738.91,6700.53,6797.46,6842.17,6868.26,36502.85
UKH35,,,,,,,,,,,,,,,,28439,28158.73,29692.38,32757.37,34297.32,35827.71,38338.28,39418.71,42220.43,44330.28,42886.81,46618,47825.85,44355.4,43567,44433.06,41978.22,37949.49,40571.3,40819.58,40643.04,39648.58,40479.78,39774.37,39795.31,38508.76,40593.46,8296.36,8251.05,8368.52,8423.01,8459.41,35752.06
UKH36,,,,,,,,,,,,,,,,28447.260000000002,28146.15,29691.56,34764.01,35128.57,37416.82,39376.67,36215.67,39663.9,39574.590000000004,40346.8,41943.16,43345.48,40925.87,39171.700000000004,39309.18,39109.31,38041.14,38853.04,41872.36,40605.85,40527.82,41584.54,41321.88,43666.67,50925.33,55243.11,11877.29,11810.41,11985.77,12052.24,12102.630000000001,33876.97
UKH37,,,,,,,,,,,,,,,,28438.8,28167.18,29710.260000000002,33521.07,34012.020000000004,36681.99,39044.200000000004,38676.270000000004,40576.700000000004,39531.48,38983.64,40767.06,41153.71,41010.65,38756.58,40263.4,38701.16,37819.74,40901.86,41064.74,38756.12,39409.97,39955.200000000004,39909.62,40964.11,40529.93,43809.520000000004,9353.08,9301.94,9431.960000000001,9495.130000000001,9537.35,39787.54
UKI,,,,,,,,,,,,,,,,46070.56,46908.91,49993.06,52199.770000000004,54214.07,55385.49,56135.840000000004,56366.21,57186.06,59305.1,60102.16,62335.950000000004,65213.11,61479.53,60387,62615.29,62268.36,60752.520000000004,60530.03,59339.61,59854.57,61111.83,61923.67,62279.840000000004,64381.62,62174.05,64994.74,3901.86,3880.1,3937.28,3962.52,3979.37,56705.090000000004
UKI3,,,,,,,,,,,,,,,,52322.67,53881.72,58022.76,62048.87,63327.99,64529.19,65947.9,66149.09,67604.71,72101.41,73212.13,76638.25,81015.21,75761.12,73600.37,76628.7,74464.56,72675.98,73375.96,73310.07,73410.77,76152.15000000001,77019.98,78248.17,82544.42,82970.48,85941.72,2525.05,2511.51,2548.57,2564.83,2576.18,52033.53
UKI31,,,,,,,,,,,,,,,,52326.74,53904.37,58017.71,77751.15000000001,79436.36,82429.31,84062.2,80795.81,83533.65000000001,91552.05,92340.29000000001,102196.88,106955.67,96498.49,92681.86,95947.81,89737.38,85838.21,86271.66,84418.52,86254.11,88079.3,86436.33,87645.40000000001,92521.28,84534.78,86977.05,2475.48,2463.6,2499.7400000000002,2515.4500000000003,2527.31,41538.85
UKI32,,,,,,,,,,,,,,,,52323.92,53862.72,58026.86,62762.67,63918.73,64226.4,65395.83,68594.93000000001,69038.14,72486.25,73909.28,74098.43000000001,78363.42,75236.1,72470.14,75552.09,74617.69,73983.35,72999.46,73674.59,72365.35,77284.94,81963.82,81834.57,86376.28,92374.04000000001,89118.48,2796.76,2780.77,2821.73,2840.07,2852.01,57525.93
UKI33,,,,,,,,,,,,,,,,52317.48,53870.4,58037.450000000004,36517.22,37419.69,37272.6,38606.97,40706.9,41868.88,43289.15,42803.53,42032.24,45040.49,44717.56,44417.21,44894.32,47068.06,48960.44,52685.880000000005,53179.200000000004,52250.11,52502.590000000004,53014.48,56118.28,59649.32,62396.62,73580.34,1910.17,1899.17,1927.5,1939.74,1948.08,69288.3
UKI34,,,,,,,,,,,,,,,,52307.17,53888.520000000004,57995.76,33549.840000000004,33770.44,32834.17,35263.48,33714.83,34892.44,35772.64,38064.520000000004,36840.5,37593.33,36923.58,37812.38,40970.590000000004,40961.07,39986.74,40107.93,42036.17,41181.4,40536.56,40007.11,40575.92,40474.96,68099.37,86926.84,2699.4700000000003,2681.43,2721.38,2739.89,2751.2400000000002,63075.4
UKI4,,,,,,,,,,,,,,,,54895.89,56179.090000000004,59524.86,61991.87,63423.28,63056.65,63565.69,64427.66,63944.54,63855.48,64271.93,67683.88,69754.2,64958.54,63629.1,68050.95,68369.87,65795.1,64451.94,60758.86,62304.8,62487.12,64041.6,61611.65,63013.94,59319.53,61917.32,2936.84,2920.2400000000002,2962.89,2982.19,2994.7000000000003,62364.700000000004
UKI41,,,,,,,,,,,,,,,,54908.58,56167.07,59536.090000000004,45335.03,45143.24,42734.44,43533.200000000004,44527.96,47180.03,47811.57,48552.450000000004,51639.86,51816.64,50822.21,48016.89,50168.26,47777.07,46918.72,45778.44,41815.99,42602.54,41195.81,45311.68,42307.1,47961.88,83991.36,82044.86,3763.77,3742.36,3798.02,3822.5,3837.76,49308.880000000005
UKI42,,,,,,,,,,,,,,,,54909,56182.590000000004,59506.61,111992.36,114588.6,116458.72,107863.79000000001,113779.95,111795.81,102438.03,104340.52,112106.91,117770.94,105362.08,104656.34,107694.66,102671.62,98546.94,97483.09,95891.18000000001,96072.89,96834.88,98296.06,89320.68000000001,88112.15000000001,63530.41,56838.98,3460.79,3441.11,3490.73,3514.23,3528.87,39732.42
UKI43,,,,,,,,,,,,,,,,54885.46,56188.69,59519.98,58047.880000000005,59380.07,59277.98,60818.92,59112.54,57394.71,59518.01,56484.520000000004,59774.94,59802.630000000005,57782.83,56767.450000000004,61584.41,63255.49,61799.64,60776.75,58884.1,58967.21,58826.700000000004,60878.96,60011.04,59337.22,49734.950000000004,50603.04,2305.56,2293.2400000000002,2326.1,2341.01,2351.3,69284.46
UKI44,,,,,,,,,,,,,,,,54900.11,56186.79,59524.96,50654.35,52272.55,51801.520000000004,51813.73,55770.94,53859.590000000004,52847.590000000004,53480.200000000004,53823.61,55285.18,49578.770000000004,50449.590000000004,55333.06,56829.47,53884.89,55957.48,48871.96,52286.58,51799.520000000004,51848.47,51760.770000000004,55003.26,46531.3,59524.700000000004,2466.44,2452.55,2488.5,2504.36,2515.13,76030.82
UKI45,,,,,,,,,,,,,,,,54875.520000000004,56159.21,59537.93,55760.85,57112.61,55823.32,61793.65,57989.43,59264.5,60688.270000000004,64844.03,65480.5,70668.17,68833.04000000001,63304.42,67804.28,72848.2,72058.47,59219.01,59827.03,60986.380000000005,66731.65,64607.86,67158.72,64456.44,58451.25,62712.43,2842.56,2826.71,2868.13,2887.09,2898.48,81554.01
UKI5,,,,,,,,,,,,,,,,37636.97,38149.36,40209.46,41554.270000000004,43262.57,39254.270000000004,40199.21,39794.15,40729.37,42555.87,42596.5,45281.69,46899.05,43390.24,43006.63,43666.97,44710.340000000004,44252.22,43387.92,40682.06,40642.26,41638.8,42394.74,41346.23,39305.38,36387.32,37064.08,7373.360000000001,7330.77,7440.12,7487.17,7518.58,73343.98
UKI51,,,,,,,,,,,,,,,,37632.73,38139.47,40213.32,42905.8,44898.69,40889.8,43797.090000000004,42953.17,44694.29,44506.18,45448.68,46809.98,48022.22,46177.3,44994.4,44361.87,46128.12,47326.33,46010.840000000004,42707.9,42400.58,44299.63,44250,42921.97,40576.31,40095.520000000004,39207.15,7746.04,7698.64,7814.47,7864.47,7897.71,70189.17
